NPC/Jackroom/MiscLetter/Ch1,Лист здалеку.
NPC/Jackroom/MiscLetter/Ch2,Чи напише вона ще?
NPC/Jackroom/MiscLetter/Ch4,"Минуло чимало часу
від її останнього листа."
NPC/Jackroom/Awards/Ch4,"Я можу все, якщо по-справжньому візьмуся."
NPC/Jackroom/UmbrellaPainting/Ch4,Незабутній дощ.
Outgame/Setting/Close,Вимк.
Outgame/Setting/Dispaly,Режим
Outgame/Setting/Dispaly/FullScreen,На весь екран
Outgame/Setting/Dispaly/Window,У вікні
Outgame/Setting/EnvironmentVolume,Фонові звуки
Outgame/Setting/Language,Мова
Outgame/Setting/MotionControls,Гіроскоп для AR
Outgame/Setting/Music,Музика
Outgame/Setting/Open,Увім.
Outgame/Setting/RestorePurchase,Відновити покупки
Outgame/Setting/SoundEffect,Звукові ефекти
Outgame/Setting/Voice,Голос
Outgame/Dialog/Buy,Покупка
Outgame/Dialog/Cancel,Відміна
Outgame/Dialog/Comment,"Дякуємо за гру!
Хочете залишити нам відгук?"
Outgame/Dialog/Confirm/Restart/LostProgress,"Поточний прогрес буде втрачено.
Ви точно хочете перезапустити
гру з цього розділу?"
Outgame/Dialog/Confirm/Restart/NewGame,"Поточний прогрес буде втрачено.
Ви точно хочете почати
гру спочатку?"
Outgame/Dialog/Confirm/Restart/NoProgress,"Ви точно хочете перезапустити
гру з цього розділу?"
Outgame/Dialog/ConnectionCheck,"Гру в цій бета-версії можна
продовжити лише після
підключення до Інтернету."
Outgame/Dialog/Exit,"Ви точно хочете
вийти з гри?"
Outgame/Dialog/ForceUpdate,"Ця версія більше не підтримується.
Оновіть гру до останньої версії."
Outgame/Dialog/Home,Повернутись у головне меню?
Outgame/Dialog/PurchaseFail,Не вдалося завершити покупку.
Outgame/Dialog/Questionnaire,"Дякуємо за участь!
Пройдіть опитування, щоб
допомогти нам покращити гру."
Outgame/Dialog/QuestionnaireCheck,"Ви вийдете з гри та
перейдете на сторінку опиту.
Ви впевнені?"
Outgame/Dialog/RestoreFail,Не вдалося відновити покупки.
Outgame/Dialog/RestoreSuccess,Покупки відновлено.
Outgame/Dialog/Restorinmg,"Покупки відновлюються.
Зачекайте хвилинку."
Outgame/Dialog/Shopping,"Хочете придбати
повну версію гри?"
Outgame/Dialog/TestingEnd,"Це завершення бета-тесту.
Дякуємо вам за участь!"
Outgame/Dialog/Thanks,"Покупку завершено.
Дякуємо за підтримку!"
Outgame/Dialog/Update,"Доступна нова версія.
Хочете оновити гру?"
Outgame/Dialog/VersionCheck,"Ця версія більше не підтримується.
Оновіть гру до останньої версії."
Outgame/Dialog/PreOrder,"Дякуємо, що зіграли в нашу гру одними з перших!
На знак подяки ми приготували для вас подарунок — натисніть значок нижче, щоб отримати його!"
Outgame/Dialog/PreOrder/SerialNumber,Код активації
Outgame/Dialog/PreOrder/CheckBox,Більше не показувати
Outgame/Dialog/Controller/LeftStick,Перемістити курсор
Outgame/Dialog/Controller/RightStick,Перемістити камеру
Outgame/Dialog/Controller/ButtonNorth,Блокнот
Outgame/Dialog/Controller/ButtonSouth,Вибрати / Малювати
Outgame/Dialog/Controller/ButtonEast,Відміна
Outgame/Dialog/Controller/LeftShoulder,(Блокнот) Сторінка ліворуч
Outgame/Dialog/Controller/RightShoulder,(Блокнот) Сторінка праворуч
Outgame/Dialog/Controller/StartButton,До головного меню
Outgame/Dialog/Confirm/Restart/NewDLC,"Поточний прогрес буде втрачено.
Ви впевнені, що хочете запустити
доповнення спочатку?"
Outgame/Dialog/Confirm/Restart/DLCContinue,Продовжити грати в доповнення?
Item/DLC_Paperscrapes/Title,Газетні вирізки про виставку
Item/DLC_Paperscrapes/Desc,Про неї чимало пишуть у пресі.
Cinema/DLC_SnowStart,Сніг валить не на жарт.
Cinema/DLC_Ending/1,Намалюймо найкращий краєвид.
Cinema/DLC_Ending/2,"Що скажеш, Ембер?"
NPC/Jackroom/Trash,Сюди йдуть мої тривоги й сумніви.
NPC/Jackroom/Cat/Ch3,Невже Бісквіт іще не зголоднів?
Outgame/Headphones,"Для кращого занурення
радимо грати в навушниках."
Outgame/Option/AboutUs,Про нас
Outgame/Option/Chapters,Вибір розділу
Outgame/Option/Continue,Продовжити
Outgame/Option/ExitGame,Вихід
Outgame/Option/NewGame,Нова гра
Outgame/Option/PressToStart,"Натисніть, щоб почати"
Outgame/Option/Settings,Опції
Outgame/Setting/VideoFormat,Формат відео
Outgame/Setting/VideoFormat/H264,H.264
Outgame/Setting/VideoFormat/VP8,VP8
Puzzle/Repair/Night/Common/Correct/1,Тепер вона цілісніша!
Puzzle/Repair/Night/Common/Correct/2,"Так, саме те місце!"
Puzzle/Repair/Night/Common/Correct/3,Гарно виходить!
Puzzle/Repair/Night/Common/Incorrect/1,"Щось не те... Може,
десь є підказка?"
Puzzle/Repair/Night/Common/Incorrect/2,"Ні, не тут... Мабуть,
треба ще подумати..."
Puzzle/Repair/Night/Common/Incorrect/3,"Не те місце...
Виглядає якось дивно..."
Puzzle/Repair/Night/Common/MinorIncorrect/1,"Загалом наче правильно, але
мене не полишає дивне відчуття..."
Puzzle/Repair/Night/Common/MinorIncorrect/2,"Майже вийшло!
Трохи підправлю..."
Puzzle/Repair/Night/Common/MinorIncorrect/3,Зовсім близько!
Puzzle/Repair/Night/Common/PartialIncorrect/1,"Місце наче правильне. Але
доведеться дещо підправити..."
Puzzle/Repair/Night/Common/PartialIncorrect/2,"Чомусь усе одно не зовсім те...
Треба трохи підправити!"
Puzzle/Repair/Night/Common/PartialIncorrect/3,Ще потребує доопрацювання.
